05-05-2021_14-33-09 25.111.182.35 [INFO] starting radiation experiment...
05-05-2021_14-33-09 25.111.182.35 [INFO] BOARD HARD RESET...
05-05-2021_14-33-09 25.111.182.35 [INFO] EXPERIMENT RESUMED
05-05-2021_14-33-19 25.111.182.35 [PL] AA
05-05-2021_14-33-29 25.111.182.35 [PL] DD 00000000000000008f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000018f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000028f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000038f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000048f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000058f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000068f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000078f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000088f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000098f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000000a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000000b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000000c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000000d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000000e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000000f8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000108f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000118f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000128f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000138f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000148f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000158f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000168f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000178f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000188f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000198f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000001a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000001b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000001c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000001d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000001e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000001f8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000208f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000218f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000228f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000238f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000248f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000258f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000268f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000278f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000288f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000298f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000002a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000002b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000002c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000002d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000002e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000002f8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000308f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000318f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000328f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000338f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000348f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000358f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000368f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000378f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000388f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000398f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000003a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000003b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000003c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000003d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000003e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000003f8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000408f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000418f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000428f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000438f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000448f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000458f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000468f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000478f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000488f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000498f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000004a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000004b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000004c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000004d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000004e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000004f8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000508f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000518f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000528f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000538f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000548f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000558f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000568f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000578f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000588f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000598f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000005a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000005b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000005c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000005d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000005e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000005f8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000608f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000618f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000628f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000638f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000648f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000658f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000668f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000678f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000688f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000698f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000006a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000006b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000006c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000006d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000006e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000928f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000938f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000948f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000958f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000968f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000978f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000988f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000998f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000009a8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000009b8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000009c8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000009d8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000009e8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 000000000000009f8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a08f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a18f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a28f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a38f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a48f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a58f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a68f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a78f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a88f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000a98f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f28f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f38f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f48f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f58f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f68f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f78f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f88f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000f98f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000fa8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000fb8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000fc8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000fd8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000fe8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000000000000ff8f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000001000000008f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000001000000018f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000001000000028f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000001000000038f3b801000000000
05-05-2021_14-33-29 25.111.182.35 [PL] CC 00000001000000048f3b801000000000
